userName,score,at,content,Gameplay,Visual,Performance,Feature
Rusian.R Zer01,1,2023-04-26 7:45:07,"Setiap lagi log in(ketika pendownloadtan data keluar terus) suka error, koneksi terganggu lah,dll. Apa coba, padahal baru mau main langsung gak minat",-1,-1,-1,-1
slthon.a,1,2023-04-26 22:57:01,"apaan pas masuk kode eror: 1001_2 trs dari awal rilis smpe sekarang blm pernah bnr lagi hedeh gatau lagi deh, kalo server nya penuh atau masalah hp nya, tmn gw aja yg hp nya lebih kentang bisa masuk (hp gw chp dimensity 920) klo masalah sinyal wifi gw make biznet kok main game lain fine² aja, hoyoverse? kecewa sih pdhl udh eksaited parah, gw sebagai penikmat game hoyoverse jujur gw kecewa bangettt, tolong di perbaiki lagi ya hoyoverse",-1,-1,-1,-1
syifa qurratuain,1,2023-04-26 4:49:31,"Gk tau nih harus ngasih brpa bintang tapi disini ada kendala gk tau karna memo atau emg dri gamenya pas lagi loding data baru masuk eh kek ngulang lagi pas di keluarin dri app nya cuma ada bg nya aja gk ada tanda"" loding, jdi klo dri sana nya emg bermasalah mohon di perbaiki tpi klo dri hp sangat kecewa padahal dh tunggu dri sebelum rilis😓",-1,-1,-1,-1
Hanya Angin lewat,5,2023-05-04 14:04:11,"Assalamualaikum, Tolong di permudah untuk mendapatkan bahan untuk bikin ramuan (buff) Ini gue main lancar aja, gacha gue lumayan, seperti di honkai, apa sih pada protes gk dapat seele, bintang 4 aja ada yang bagus",-1,-1,-1,-1
Keep Li,5,2023-04-27 16:00:26,"Overall game nya keren. Tapi ada beberapa saran: - Tambahin fitur Skip Story. - Semoga ada fitur PVP & Party. - Karena ini CrossPlatform, untuk versi Mobile bisa ditambah fitur Controler Joystic. Semoga semakin mantap",1,-1,-1,-1
Nathan_Attaya Joe,1,2023-04-29 13:42:24,Baru juga selesai mendownload data game sebesar ± 6gb baru akan login selalu bertuliskan login eror 1001 dan trs saya ulangi selalu saja gagal saat akan mau memulai permainan apa kah ini memang kerusakan dari game ini tersendiri ataukah dari perangkat saya sendiri yg tidak memadahi untuk memainkan game ini tolong beri solusinya,-1,-1,-1,-1
Hu Tao,5,2023-04-26 22:54:58,"Gamenya sangat bagus,awalnya saya mengira game ini sangat membosankan,tetapi semua karakternya sangat bagus,bahkan ada spesial animasi ketika burst animasi",1,1,-1,-1
Muhammad Revan,5,2023-05-22 12:37:10,"Dari segi grafis sudah sangat bagus dan alur cerita juga sudah lumayan bagus, karakter nya juga tidak kalah bagus dari wajah,postur tubuh dan skill dari berbagai karakter berbeda jadi untuk game Honkai Star Rail sudah sangat bagus lah",1,1,-1,1
Eii dan,5,2023-06-06 7:30:14,"Saya maen di redmi note 9, chipset helio g85, ram 4, maen di rata kiri. Lancar lancar aja tuh, cuma kalo update harus reinstall aja. Entahlah entar kalo updatenya makin banyak, ada kemungkinan harus ganti device",1,-1,-1,-1
Alan fadilah,5,2023-04-24 10:48:23,"Gini ya yg ngasih ★1 ini game belum release, baru bisa di mainin tgl 26 april. jadi pinter dikit lah kalo ngasih nilai, apalagi yg pamer device biar apa coba. device elit pintar sulit wkwkwkwk",-1,-1,-1,-1
Arya Wirano,5,2023-05-04 12:39:01,"Mantepp,tolong untuk hp spek menengah ke bawah di lancarkan yaa makasihh.dan satu lagi masalah yang saya alami yaitu kenapa kalo setiap saya login error tolong dong di perbaiki depelover setiap buka game selalu force close..",-1,-1,-1,-1
Vincentius Johanes,3,2023-05-07 23:53:44,"fungsi teman pada game ini apa? ngobrol dengan teman tidak bisa, explore bareng teman juga tidak bisa, semoga kedepannya bisa dikembangkan menjadi lebih baik",-1,-1,-1,-1
LALER SIMULATOR,5,2023-05-01 15:30:54,"Overall bagus, tapi tolong error pada saat login agar diperbaiki secepatnya sama game ini terasa sangat berat tidak seperti genshin, semoga update selanjutnya lebih bagus lagi",1,-1,-1,-1
Farrel Ferd,5,2023-04-27 5:30:42,"Gamenya sangat bagus, karena game ini gabungan dari game - game sebelumnya seperti honkai impact dan genshin impact. Dan semangat terus buat tim hoyovers untuk mengembangkan game ini agar lebih baik lagi. Terima kasih",1,-1,-1,1
Vidia Zachia,2,2023-05-11 11:53:56,"Sebenernya nii game dah bagus dah oke cumaa kekurangannya sering ngebug, tiba² keluar sendiri, pas mau login kayak ada tulisan login gagal padahal sinyal bagus yaa semoga diperbaikin sih:')",1,-1,-1,-1
ジダンくん,2,2023-04-27 14:53:22,"Game yang membosankan. Saya kira full turn based, tapi nyatanya ada interaksi dengan analog. Kenapa tidak sekalian miripkan dengan genshin impact lol",-1,-1,-1,-1
CHAND,5,2023-04-25 23:43:22,"Game Honkai: Star Rail ini menjadi game dengan pengalaman baru untuk saya pribadi, karena menggunakan sistem turn base. Harapan untuk kedepannya semoga game ini dapat lebih di kembangkan lagi sehingga player-player yang memainkan game ini bisa menikmati game secara keberlanjutan.",1,-1,-1,-1
Kitsun EZLG,1,2023-05-16 13:24:15,"Setiap saya login pasti selalu error, terkadang saya refresh terus sampai 20 menitan baru bisa masuk, tolong diperbaiki, harus sebagus apa sinyal nya? Biar bisa login???",-1,-1,-1,-1
Akari Fuyuki,1,2023-04-26 13:00:49,"Aku baru install game hari ini setelah rilis. Baeu dibuka udah nge-lag lama. Ini bukan karena sinyal internet atau memori hp. Sebelum main aku reset pabrik hp-ku khusus biar bisa main game ini. Setelah berhasil download data, malah ada pesan eror.",-1,-1,-1,-1
Johanes chandra,4,2023-06-03 4:28:08,Game nya mantap tapi masih ada bug seperti achievement dan misi yg tidak dikasih punya saya ga dikasih misi hanya anak kecil dan achievement setelah mengumpulkan bounty yg tersebar di jarilo,1,-1,-1,-1
Jiwon Art,1,2023-04-27 0:16:25,"Waktu uda lama nunggu loading dan "" tekan untuk mulai "" ehhhh malah ada tulisan "" Login eror, silakan coba lagi nanti. Kode eror: 1001_3 "" uda ber kli2 lhoo ak login lgi, msi samaaa ajaaaa, trus layar kereta ny malah berwarna pink, hamdehhh perbaiki lhhh",-1,-1,-1,-1
Lega Cy,1,2023-05-31 14:15:35,"Anjir main nih game panas bet.... meskipun udah pakai funcooler suhu stabil di angka 28°C nggak turun sama sekali padahal cooler sampai keluar air, setting in game kebanyakan set rata kanan (ada beberapa yg gw matiin kayak bayangan sama bloom). Btw PING in game kenapa diatas 100ms dah aneh bet",-1,-1,-1,-1
Hp Kentang,5,2023-04-27 4:57:50,"Gameplaynya seru, musiknya juga bagus, apalagi ceritanya yang segar. Biasanya saya tidak suka game turn based tapi di honkai star rail ini beda, entah kenapa malah suka🥰",1,1,-1,1
MuH AlLabib,5,2023-04-28 9:32:29,Keren sekali ini game terbaik khusus yg suka main ml ini juga persis banget loh mudah2 nanti ada fitur pvp jadi lebih keren dan lebih bagus pengobtimalam resolusinya gilaa cuma ini ngabisin waktu berjam2 walaupun bisa sekalian game santai juga lohh,1,-1,-1,1
Habiburrahman El Rabbani,5,2023-04-25 22:57:31,"Gak sabar nyoba & semoga tidak mengecewakan. tetapi saya lihat review di YouTube sepertinya UI nya agak kaku, semoga terus bisa ditingkatkan.",-1,-1,-1,-1
Richi Bintang,5,2023-04-29 15:22:00,Ini barulah sebuah masterpiece game dan game turn based terbaik kedua setelah persona dan shin megami tensei.waifu dan husbando yang tampan dan cantik membuat saya pengen keluar duit dan mempunyai grafik game yang sangat menarik dan perfect.saya memiliki sebuah harapan bahwa ketika banner kafka dan silver wolf sudah rilis saya bisa mendapatkannya di pity 60,1,1,-1,-1
Rif Ki,3,2023-04-27 11:06:08,"Gamenya bagus, apalagi dari segi grafik, tapi kurang di battle nya, coba dimiripin ama genshin atau nggak ubah gaya battle nya pasti bagus, untuk sekarang bintang 3 dulu",1,1,-1,-1
Iqbal Lawrence,5,2023-04-30 2:38:09,"Gameplay ajib, combat seru butuh mikir banget. Story dikemas dengan bagus. Animasi char nya tidak terlalu kaku. Overall game yang seru banget👍👍",1,1,-1,-1
Aya丸山,5,2023-05-14 2:34:01,"Personal experience gw Honkai: Star Rail turn base open world terseru karena Karakter disini ada dari Honkai impact, Sistem grinding equipment, material sampai gacha sistemnya sama seperti Genshin Impact, Reward disini ramah dan Storynya bagus. Good Job.",1,-1,-1,1
Wildan Aprianto,4,2023-04-29 9:11:51,Tolong di optimalkan lagi saat cutscen nya patah patah dan tolong di optimalkan lagi karena sering kena bug frezee dan stak!,-1,-1,-1,-1
Muhammad dinar,1,2023-04-26 4:24:02,"Tolong perbaiki bug ketika saya baru saja mulai bermain dan sedang mengunakan silver wolf untuk menyerang musuh tama, game menyuruh saya untuk menggunakan ultimate silver wolf akan tetapi saya tidak bisa menggunakan ultimatenya padahal sudah full energi dan tidak dapat melakukan apa², saya sudah mencoba dg mereset game akan tetapi tetap seperti itu, mohon bantuannya",-1,-1,-1,-1
bezels,4,2023-04-26 8:10:03,"Aneh aja sih pas download genshin atau honkai impact lancar-lancar aja, pas download data gak pernah keluar walaupun rada ngelag sama kualitas gambar geshin rada burik karena hp setidaknya gak kayak keluar dari aplikasi aneh ini",-1,-1,-1,-1
DuckiezHalo,5,2023-04-28 16:19:28,"Awal rilis udah bagus dan lumayan optimal untuk hp kelas menengah, cuma ketemu bug di bagian grafik kalau set grafik setup diatas ""Sangat rendah"" layarnya jadi kayak cahaya ilahi 🗿",1,-1,-1,-1
Cheyva,1,2023-04-26 14:59:32,"Tolong Hoyoverse untuk loginnya harap diperbaiki karena saya mau masuk ke dalam gamenya selalu ""login error, harap tunggu"" saya sudah tunggu lama tapi tetap saja tidak bisa. Untuk sekarang saya kasih bintang 1",-1,-1,-1,-1
Rafi.Q.W,5,2023-05-01 12:01:47,Gamenya bagus sngt seru untuk dimainkan dan size-nya juga bisa dibilang 3x lipat lebih kecil dibanding server sebelah semoga gamenya bisa lebih bagus utk kedepannya dan banyak event yang menarik,1,-1,-1,1
Bayu Adi,1,2023-04-27 0:01:18,Knpa sya gug bisa log in padahal semua data tambahan sudah di unduh tapi kenapa tiap log in selalu ada tulisan eror cobalagi nanti dan hal itu trus berulang berkali kali plis beri saya penjelasan ....,-1,-1,-1,-1
Khotibul Umam,2,2023-04-30 3:18:51,"Setelah main selama bbrp hari, gk dpt feel keseruan di gamenya, agak kecewa terutama karakter yg ambil dari game sebelumnya, kesannya tidak ada keistimewaan di game ini",-1,-1,-1,-1
Naufal Mahendra,3,2023-05-07 10:59:58,Game ini yg kurang fitur skip cerita..tombol lompat tidak ada..tiba tiba forceclose/gamelag...tolong dev nya perbaiki gamenya trus tambahkan fitur skip cerita...okey,-1,-1,-1,-1
Osa imam Firmala gamer,5,2023-05-13 16:30:52,Tolong system peta nya di ubah dong pusing sekali system peta nya dan juga musuh jangan di buff serang ya terlalu kuat tolong di ubah ya biar banyak yang nyaman main,-1,-1,-1,-1
Abiyyu Putra,4,2023-04-29 11:50:20,"Gameplay sangat seru dan alur story' menarik,tetapi mohon untuk di optimalkan secepatnya karena saya bermain game gensin dan game berat lainnya lancar sedangkan hsr patah patah,",1,-1,-1,-1
BasiliticBebo P,4,2023-05-20 11:12:58,"gamenya seru, tapi ada kekurangan seperti sinyal jelek, bisa ngestuck, login gagal, tapi gamenya seru kok😀, ya semoga bisa diperbaiki saja ya",1,-1,-1,-1
Marsya Salsabila,5,2023-04-29 2:02:37,"Sukaaa, gilaaa, grafiknya bagus banget!! Story nya juga bagus, tapi banyak yang bikin bingung story nya sih. Karakter nya juga bagus-bagus. Overall sangat puas👍👍",1,1,-1,1
Darrell Enzi,4,2023-05-12 16:45:04,"Game nya seru grinding farming leveling ngejar quest naikin relik karena game ini saya jadi no life terimakasih honkai SR:') Canda game nya bagus seru plot ceritanya lumayan lah , tapi pas cinematik nya di hp saya yang rada kenyang ni audio nya rada patah patah , kadang pas mau login ada error 1001_4 kalok ngk salah lupa, oh iya kapan ganti banner gacha mau gacha w udah kekumpul banyak soalnya",1,-1,-1,-1
ADITYA RAHMAN,2,2023-04-29 6:08:36,"Untuk snapdragon 680 gak lancar meskipun di settingan paling rendah,,tapi ketika main honkai impact 3 di settingan paling tinggipun lancar,,,jadi tolong perbaiki untuk ferforma di snapdragon 680 di game ini!!",-1,-1,-1,-1
Channel Fernando4699,3,2023-05-01 20:30:03,"Dev mau tanya ini kok gua setiap kali download datanya selalu terkeluar dari apknya padahal klw mau dipikir² tidak terlalu berat loh,hongkai impact sama genshin impact ajah gua ngedownload datanya gak keluar masuk apk,baru kali ini gua main game kek gini udah keluar masuk apk terus-menerus cuman gara² download data doang",-1,-1,-1,-1
UrFavJen,4,2023-05-18 7:58:59,"Story menarik, Gameplay simple & mudah, Character desain bagus. Untuk kritik ada beberapa subtitle yang typo",1,1,-1,-1
Yubi heven Nata,3,2023-06-05 11:58:27,"Yg kami sayangkan adalah map yang terbatas, kemampuan ekplorasi yang berkurang seperti bereneng dan memanjat, dan karakter yang masih terbatas jadi yang didapat hanya karekter tetap",-1,-1,-1,-1
Ikhsan Gaming,4,2023-04-28 11:27:14,"Sudah bagus, tapi untuk android masih kurang maksimal dibagian story video dan ada bug di dalam kereta (maaf lupa lokasi)",1,-1,-1,-1
Kesyah Muttaqina,5,2023-05-24 14:38:40,"BAGUS BGT, lebih enak mainnya santai, story bagus. cuma pusing farming nya huhu, map nya kebanyakan beda beda tempat bukan kaya genshin yg bnr bnr open map bgt, tapi gue lebih suka ini dibandingkan genshin, ya game tipe turn base wkwk",1,-1,-1,-1
Ezra Pratama Okta,5,2023-05-12 20:27:15,Untuk gameplay dan story itu okayy banget terus dari setiap design charakter nya keren keren di tambah voice nya juga yang pas ke setiap charakter nya sama soundtrack juga enak enak Dan untuk mihoyo tolong kembalikan game pendahulu yaitu Houkai Gakuen 2 soalnya bener bener pengen ber nostalgia banget sama game pertamanya mihoyo semenjak game nya tutup,1,1,-1,1
Raynz HH,5,2023-05-02 11:17:10,"Saya rasa game ini perlu pengoptimalan pada grafik dan fps nya,soalnya,Saya bermain genshin dengan grafik tertinggi tidak lag tetapi honkai star rail sering lag dan ngeframe",1,1,-1,-1
Achmad Andre,5,2023-05-20 20:30:14,"Game seru penuh petualangan dan gak bikin bosan main,grafiknya mantap meskipun login nya susah tpi tetep asik buat mainin game nya walapun login harus nunggu 3 kali login baru bisa main",1,1,-1,-1
Yusuf Mahendra,2,2023-04-27 5:07:55,"Untuk fitur coop tidak memuaskan, tidak seperti genshin impact. Jadi temen saya gk bisa masuk ke dunia gw. Jadi garing untuk fitur coop nya. 🗿🗿🗿. Maaf gw nilai bintang 2 dl.",-1,-1,-1,-1
Ghost Rider,5,2023-05-04 1:29:20,"Overall udah bagus gk ada yang kurang tapi cuma satu dari game ini yang mungkin udah sejak lahir nya mihoyo sih, yaitu masalah change dapet char b5 nya yang gk ngotak gw reroll dpt nya cuma 1 doang itupun bailu",1,1,1,-1
Refan Alvaro,4,2023-04-29 9:41:38,"Tolong ada bug,saat saya mengedit team saya saat keluar masih berada di layar edit tetapi sudah berada di gameplay tolong ini membuat saya harus keluar masuk aplikasinya",-1,-1,-1,-1
Taaveti Tavern,1,2023-04-26 17:15:31,Stuck di level 18 karna tidak bisa mengambil misi bersama atau misi utama. Selalu glitch ketika memasuki cut scene.,-1,-1,-1,-1
Riantaka Bagus Prasetiyo_31_X.4,5,2023-05-21 13:14:16,"Game sangat bagus dan menarik, karena mengambil genre jadul tetapi dengan grafik yang keren, saya sangat mengapresiasinya.",1,1,-1,-1
vvxz wyz,5,2023-06-16 7:16:08,"Game nya bagus, secara penggunaan mirip genshin jadi lebih mudah buat adaptasi, tapi gameplay turn basenya ngasih feel main yang baru dan nyantai",1,1,-1,1
Raihan Abiyyu,1,2023-07-19 6:23:58,Udh pra unduh hampir 7 GB tapi kok siap download di play store disuruh unduh lagi 7gb😠,-1,-1,-1,-1
Ynastron Tronteam,4,2023-05-09 9:55:25,Game nya menurut saya sudah sangat sangat bagus tapi ada beberapa kekurangan yaitu tolong berikan mode multiplayer jadi bisaa co op,1,-1,-1,-1
Muhammad Fadhil Ramadhan,5,2023-05-27 23:35:59,Game nya asli seru banget walau gw jarang main tipikal turn base gini tapi yang ini seru banget dah pokoknya karakter nya punya desain yang bagus efek² nya wah² bansos nya juga banyak kalo bisa dipertahankan ya mihoyo,1,1,-1,-1
Boo Vie,4,2023-04-30 17:11:44,"Seperti biasa ya ges ya, hoyoverse hadir dengan rate gacha yg setia mmbuat kita gregetan. Cuman bbrapa gelintir orang aja yg bisa nembus rate gacha dari hoyoverse.. Tapi itu tertutupi oleh grafik dan suguhan gameplay yg memanjakan mata, tier list juga lumayan merata. So not only 5 star character that can be Overpower, 4 star character can do the same..",1,1,1,-1
本能Instinct,4,2023-06-07 12:21:48,"Tolong Developer Saya Memainkan HSR Menggunakan 2 Akun,Akun Kedua Itu Baik Baik Saja Tetapi Akun Yang Pertama Itu Sering Terjadi Freeze,Black Screen Dan Error Tolong Developer Diperbaiki🙏",1,1,-1,-1
yaudhbro,1,2023-06-07 9:34:10,"alur bagus menarik, tapi setelah proses gacha saya nabung dari banner seele, trus dapet seele di pity rendah, nah setelah nabung bisa dapet 23k stellar jade dari hasil map 100% semuanya, alur, event, dll gachalah di banner jing tuan taeknya pity 80 lebih dapet bronya okeylah masih ada sisa stellar jade di lanjut lagi dong gacha karna bosen karakter seele doang sama b4 masih banyak akhirnya dapet di pity 70 lebih sampe stellar jade nya abis sisa 500 stellar intinya game taik p2w",1,1,1,-1
Setsuna,4,2023-05-02 16:44:10,"Untuk semuanya bagus dari grafik, desain karakter, dan lainnya cuman ada kendala saat login seperti login error jadi mihoyo tolong diperbaiki",1,1,1,-1
Ascend,5,2023-04-29 4:50:09,"salah satu game favorit aku. tapi sayangnya gamenya masih terlalu berat, apakah dikarenakan masih versi awal-awal? semoga saja segera diperbaiki, soalnya saya juga pake hp yang spek nya gak low low amat. terimakasih",1,1,-1,1
RD K,5,2023-05-06 10:55:50,"Game nya seru , aku suka gameplaynya dan character bagus bagus engga mengecewakan karakternya suka sekali aku dengan game honkai: star rail ini. Terima kasih hoyoverse😁",1,1,1,1
